iter	Logloss
482	0.4846506605
483	0.4845200436
484	0.4843987854
485	0.4841952378
486	0.48408356
487	0.4839062627
488	0.4837421112
489	0.4835390396
490	0.483354263
491	0.4832089438
492	0.4830697801
493	0.4829605389
494	0.4828808709
495	0.482657026
496	0.4825415677
497	0.4824259725
498	0.4823203138
499	0.4821036172
500	0.4819929429
501	0.4818705312
502	0.4817404092
503	0.4815132016
504	0.4813356842
505	0.48120202
506	0.4810265697
507	0.4808548066
508	0.4807537817
509	0.4805773721
510	0.4804311493
511	0.4802716868
512	0.4800765522
513	0.4799293621
514	0.4797934382
515	0.4796620912
516	0.4795918419
517	0.4795022204
518	0.4792503958
519	0.4790600193
520	0.4789413997
521	0.4787384584
522	0.4785546081
523	0.4783722447
524	0.4782381844
525	0.4781301132
526	0.4779859929
527	0.4777605654
528	0.4776699125
529	0.4774840474
530	0.4773198632
531	0.4771193948
532	0.476975056
533	0.4768514387
534	0.4767172492
535	0.4765774798
536	0.4764872574
537	0.4764121218
538	0.4762343783
539	0.4761413511
540	0.4759726518
541	0.4758346458
542	0.475619925
543	0.4754313458
544	0.4752382439
545	0.4751180792
546	0.4749722967
547	0.4748627815
548	0.4747396227
549	0.4745980177
550	0.4744594313
551	0.4742809518
552	0.4741044428
553	0.4739565008
554	0.4737521136
555	0.4736137029
556	0.4733520562
557	0.4731396263
558	0.4730148931
559	0.4728373772
560	0.4727548918
561	0.4725984102
562	0.4723957763
563	0.472219312
564	0.4720629827
565	0.4719605686
566	0.4717696719
567	0.4716537376
568	0.4715208061
569	0.4713917117
570	0.4712000758
571	0.4710796352
572	0.4709511899
573	0.4707464128
574	0.4706333528
575	0.4705318327
576	0.4704461439
577	0.4703290492
578	0.4701759348
579	0.470067495
580	0.4699607291
581	0.4697414864
582	0.4696736028
583	0.4695180442
584	0.469382124
585	0.469266866
586	0.4690480138
587	0.4689016943
588	0.4687340852
589	0.4685557665
590	0.4683941187
591	0.4682833324
592	0.4681387426
593	0.468030994
594	0.4677857148
595	0.4676507025
596	0.4675402268
597	0.4674528357
598	0.4673090928
599	0.4671365517
600	0.4670088825
601	0.4668431982
602	0.4667309885
603	0.4665901479
604	0.4664865428
605	0.4663811476
606	0.466228375
607	0.4661347097
608	0.4660374887
609	0.4658990022
610	0.4657630426
611	0.4656607363
612	0.4655566161
613	0.4654274268
614	0.4653613824
615	0.4651075335
616	0.4650076925
617	0.4648559237
618	0.4647537985
619	0.4645786752
620	0.4644255181
621	0.4643045625
622	0.4641835198
623	0.4640767538
624	0.4640510647
625	0.4639468971
626	0.4638270332
627	0.4637400925
628	0.463626521
629	0.463536057
630	0.4633107841
631	0.4631477378
632	0.4629989666
633	0.4628492053
634	0.4626804088
635	0.462509932
636	0.4624163614
637	0.4622839231
638	0.4621125619
639	0.4620168747
640	0.4618641289
641	0.4617451112
642	0.4616472925
643	0.4616341745
644	0.4615358234
645	0.4614640792
646	0.4612883811
647	0.4611664824
648	0.4610281299
649	0.4608648864
650	0.4607244866
651	0.4605665074
652	0.4604218625
653	0.4602651814
654	0.4601091681
655	0.4599679674
656	0.45989847
657	0.4597749339
658	0.4596398205
659	0.4594745627
660	0.459300211
661	0.4591530198
662	0.4589994966
663	0.4588913545
664	0.4587529214
665	0.4586130381
666	0.4584747342
667	0.4583404322
668	0.4583281509
669	0.4581412898
670	0.4579968556
671	0.4579198203
672	0.4578503248
673	0.4577328877
674	0.4575650049
675	0.457424109
676	0.4573047638
677	0.4572157856
678	0.4570577611
679	0.4568955483
680	0.4567858809
681	0.456711587
682	0.456604048
683	0.4564835945
684	0.4563374569
685	0.45625428
686	0.4561284156
687	0.455995099
688	0.4558252181
689	0.4556985773
690	0.4555964556
691	0.4554488266
692	0.4553296623
693	0.4551129062
694	0.4549646071
695	0.4548730156
696	0.4547924648
697	0.4546390636
698	0.4544909985
699	0.4544205512
700	0.4542728155
701	0.4541195178
702	0.453985771
703	0.4539300909
704	0.4538449235
705	0.4537076996
706	0.453614291
707	0.4534969342
708	0.4534198718
709	0.4533194072
710	0.4532096432
711	0.4530216707
712	0.4529328587
713	0.4528298904
714	0.4527142662
715	0.4525868777
716	0.4524768273
717	0.4523340028
718	0.4521845043
719	0.4520403126
720	0.4519133694
721	0.4517892465
722	0.4517198761
723	0.451566041
724	0.4513882888
725	0.4512189998
726	0.4509939713
727	0.4508712271
728	0.4507524875
729	0.450666065
730	0.4506072798
731	0.4505015331
732	0.4503873272
733	0.4501976421
734	0.4500809184
735	0.4499775515
736	0.44987129
737	0.4497802877
738	0.4496539545
739	0.4495678064
740	0.4494199092
741	0.4492696479
742	0.4491019425
743	0.4489713446
744	0.4489480311
745	0.4488800311
746	0.4487865928
747	0.4486241322
748	0.4485213233
749	0.4483747789
750	0.4482288693
751	0.448090986
752	0.4479998949
753	0.4478880201
754	0.4477895655
755	0.4476152373
756	0.447465964
757	0.4473293331
758	0.4472148738
759	0.4471633034
760	0.447040161
761	0.4469170854
762	0.4468124042
763	0.4466555927
764	0.4465626657
765	0.4464127397
766	0.446336153
767	0.4462287034
768	0.4461462877
769	0.446051153
770	0.4458889096
771	0.4457689859
772	0.4456454904
773	0.4455400295
774	0.4454390916
775	0.4453004858
776	0.4452177589
777	0.4451112807
778	0.4450580821
779	0.4450048426
780	0.4449334711
781	0.4447628705
782	0.4446584902
783	0.4444936348
784	0.4443838673
785	0.444372633
786	0.4442530547
787	0.444242582
788	0.4441258397
789	0.4439968979
790	0.443958993
791	0.4438274776
792	0.4437330688
793	0.4435749652
794	0.4434248822
795	0.4433309821
796	0.4431828215
797	0.4430996362
798	0.4429972594
799	0.4429021293
800	0.4427433113
801	0.4426510494
802	0.4425617092
803	0.4423999104
804	0.4422031605
805	0.4420423802
806	0.4419473381
807	0.44184893
808	0.4417778302
809	0.4416940441
810	0.4415907024
811	0.4414675387
812	0.4413810919
813	0.4411517551
814	0.4410290212
815	0.4408863425
816	0.4407920477
817	0.4406575476
818	0.4405288604
819	0.4404046172
820	0.44039352
821	0.440254707
822	0.4400892402
823	0.4400067314
824	0.4399034597
825	0.4396956809
826	0.4395601681
827	0.4394243303
828	0.4393308607
829	0.4392578977
830	0.4391553703
831	0.4390162001
832	0.4388899152
833	0.4387614806
834	0.4386718621
835	0.4384856526
836	0.4383122179
837	0.438141564
838	0.4380529539
839	0.4379559789
840	0.4378747692
841	0.4377521487
842	0.4376189176
843	0.4374577723
844	0.437345058
845	0.4372690205
846	0.4372054909
847	0.4370948775
848	0.4370808789
849	0.4369515307
850	0.4367513931
851	0.4366565698
852	0.4365012723
853	0.4364190691
854	0.4363144843
855	0.4362397332
856	0.4361120489
857	0.4360131398
858	0.4358727777
859	0.4357989826
860	0.4356974808
861	0.4356012217
862	0.4355318109
863	0.4354464746
864	0.4354354566
865	0.4353432509
866	0.4352002308
867	0.4350793199
868	0.4350014502
869	0.4349095181
870	0.4348191674
871	0.4347065275
872	0.4345914363
873	0.4345200143
874	0.4344532269
875	0.4343606799
876	0.4342629825
877	0.4341269609
878	0.4340121064
879	0.4339208809
880	0.433820676
881	0.4337109254
882	0.4335746519
883	0.4334456256
884	0.4332896411
885	0.4332214936
886	0.4330882422
887	0.4329691922
888	0.432810157
889	0.4326749994
890	0.4325813348
891	0.4324586462
892	0.4323628249
893	0.4322297737
894	0.4321436514
895	0.4319899156
896	0.4318368839
897	0.4317518463
898	0.4316643687
899	0.4315457402
900	0.4314528897
901	0.4313333192
902	0.4312095049
903	0.4311100734
904	0.4310050826
905	0.4309280152
906	0.4307667764
907	0.4306077898
908	0.4304226728
909	0.4302689642
910	0.4301653119
911	0.4300739811
912	0.4299918913
913	0.4298784809
914	0.4297363541
915	0.4296156774
916	0.4295169604
917	0.4294198435
918	0.4292763366
919	0.4291924147
920	0.4290650368
921	0.4289649653
922	0.4288075058
923	0.4286292576
924	0.4284909395
925	0.4283222748
926	0.4281828915
927	0.4280996015
928	0.4279833399
929	0.4278864308
930	0.4278149105
931	0.427703719
932	0.427584215
933	0.4274475198
934	0.4273010679
935	0.427144588
936	0.4270211434
937	0.4269026839
938	0.4268167284
939	0.4267339991
940	0.4266625876
941	0.4265552732
942	0.4263914417
943	0.4263139095
944	0.4262489439
945	0.4261422862
946	0.4260888818
947	0.4259452403
948	0.4258434569
949	0.4256944472
950	0.4255727547
951	0.4253848026
952	0.425296545
953	0.4251929933
954	0.4251017671
955	0.4249603712
956	0.4248261252
957	0.4246872533
958	0.4245790673
959	0.4244300761
960	0.4243744597
961	0.424225466
962	0.4241893442
963	0.424063309
964	0.4239215221
965	0.4238578805
966	0.4237911961
967	0.4237006286
968	0.4236527023
969	0.4235656514
970	0.4234570582
971	0.4233863676
972	0.4233410703
973	0.4232511431
974	0.4231533838
975	0.4230488979
976	0.4229327159
977	0.4228752919
978	0.4227338919
979	0.4226365184
980	0.4225285655
981	0.4224376536
982	0.4223238492
983	0.4222122904
984	0.4221309456
985	0.4220421221
986	0.4219283046
987	0.4218553479
988	0.4217551067
989	0.4216637599
990	0.421604856
991	0.4214730077
992	0.4213994031
993	0.4213271015
994	0.421166207
995	0.4210188372
996	0.4208935287
997	0.4207797161
998	0.4206848086
999	0.4205763354
