date,temperature
10/06/2010,13.67881944
11/06/2010,9.660555556
12/06/2010,-1.400069444
13/06/2010,13.77236111
14/06/2010,13.76680556
15/06/2010,14.70263889
16/06/2010,14.36965278
17/06/2010,16.42826389
18/06/2010,16.22708333
19/06/2010,11.68673611
20/06/2010,12.19416667
21/06/2010,11.77111111
22/06/2010,13.49930556
23/06/2010,15.64520833
24/06/2010,19.07118056
25/06/2010,18.64680556
26/06/2010,18.4225
27/06/2010,18.65319444
28/06/2010,20.56875
29/06/2010,22.12826389
30/06/2010,21.98673611
01/07/2010,-8.348263889
02/07/2010,-4.96375
03/07/2010,-4.605069444
04/07/2010,10.28784722
05/07/2010,6.528263889
06/07/2010,18.39152778
07/07/2010,17.12111111
08/07/2010,17.78784722
09/07/2010,12.32701389
10/07/2010,12.32763889
11/07/2010,4.067152778
12/07/2010,-3.933402778
13/07/2010,22.60229167
14/07/2010,25.20576389
15/07/2010,22.04013889
16/07/2010,24.95625
17/07/2010,20.43756944
18/07/2010,18.97763889
19/07/2010,18.56402778
20/07/2010,20.56618056
21/07/2010,25.01173611
22/07/2010,22.31055556
23/07/2010,17.72694444
24/07/2010,16.43986111
25/07/2010,15.59854167
26/07/2010,15.03840278
27/07/2010,17.53618056
28/07/2010,16.25409722
29/07/2010,14.77715278
30/07/2010,15.9125
31/07/2010,17.90805556
01/08/2010,-9.687083333
02/08/2010,-7.049444444
03/08/2010,-3.963263889
04/08/2010,10.95333333
05/08/2010,9.421736111
06/08/2010,19.18451389
07/08/2010,21.29666667
08/08/2010,17.04229167
09/08/2010,13.76694444
10/08/2010,12.21527778
11/08/2010,2.044027778
12/08/2010,-3.387569444
13/08/2010,16.05125
14/08/2010,16.011875
15/08/2010,14.98569444
16/08/2010,14.94722222
17/08/2010,13.50715278
18/08/2010,15.74048611
19/08/2010,16.07645833
20/08/2010,17.46368056
21/08/2010,20.63451389
22/08/2010,21.35402778
23/08/2010,18.98777778
24/08/2010,17.59388889
25/08/2010,15.32736111
26/08/2010,17.58763889
27/08/2010,18.34215278
28/08/2010,13.33798611
29/08/2010,11.58479167
30/08/2010,9.116111111
31/08/2010,12.21125
01/09/2010,-5.315208333
02/09/2010,-6.849375
03/09/2010,-5.612152778
04/09/2010,9.014305556
05/09/2010,10.06347222
06/09/2010,22.76583333
07/09/2010,24.86305556
08/09/2010,17.07208333
09/09/2010,13.811875
10/09/2010,10.29069444
11/09/2010,3.760833333
12/09/2010,-2.078333333
13/09/2010,13.58631944
14/09/2010,12.56458333
15/09/2010,14.11875
16/09/2010,12.47659722
17/09/2010,11.31243056
18/09/2010,9.28
19/09/2010,9.431527778
20/09/2010,11.09979167
21/09/2010,12.72736111
22/09/2010,13.07965278
23/09/2010,14.34638889
24/09/2010,16.23444444
25/09/2010,10.46729167
26/09/2010,9.055486111
27/09/2010,8.31125
28/09/2010,9.216944444
29/09/2010,8.228055556
30/09/2010,8.500763889
01/10/2010,-5.177430556
02/10/2010,-6.703958333
03/10/2010,-2.800277778
04/10/2010,5.893263889
05/10/2010,8.315833333
06/10/2010,23.38152778
07/10/2010,26.89277778
08/10/2010,18.89118056
09/10/2010,14.47631944
10/10/2010,6.610625
11/10/2010,5.032291667
12/10/2010,-1.786597222
13/10/2010,4.894513889
14/10/2010,6.081736111
15/10/2010,8.216041667
16/10/2010,6.098888889
17/10/2010,5.205138889
18/10/2010,2.035902778
19/10/2010,3.488888889
20/10/2010,4.956527778
21/10/2010,4.310208333
22/10/2010,4.114027778
23/10/2010,5.056597222
24/10/2010,7.405833333
25/10/2010,3.89125
26/10/2010,3.963194444
27/10/2010,5.072430556
28/10/2010,8.642430556
29/10/2010,7.633819444
30/10/2010,9.165208333
31/10/2010,8.575416667
01/11/2010,-6.733888889
02/11/2010,-6.440972222
03/11/2010,-3.694861111
04/11/2010,3.311388889
05/11/2010,8.674097222
06/11/2010,21.40152778
07/11/2010,27.64118056
08/11/2010,17.04729167
09/11/2010,14.01277778
10/11/2010,5.423055556
11/11/2010,4.554791667
12/11/2010,2.526736111
13/11/2010,13.69013889
14/11/2010,13.728125
15/11/2010,8.78125
16/11/2010,3.181458333
17/11/2010,2.117916667
18/11/2010,3.306180556
19/11/2010,4.353125
20/11/2010,3.543680556
21/11/2010,0.139930556
22/11/2010,0.902986111
23/11/2010,1.364375
24/11/2010,0.392361111
25/11/2010,-0.532152778
26/11/2010,-1.701180556
27/11/2010,-5.611875
28/11/2010,-5.342083333
29/11/2010,-3.836597222
30/11/2010,-5.388819444
01/12/2010,-6.860902778
02/12/2010,-3.690347222
03/12/2010,0.453611111
04/12/2010,4.971041667
05/12/2010,10.53194444
06/12/2010,16.52694444
07/12/2010,26.16451389
08/12/2010,15.39375
09/12/2010,15.41618056
10/12/2010,3.725763889
11/12/2010,9.289791667
12/12/2010,-0.134652778
13/12/2010,-6.142361111
14/12/2010,-5.513333333
15/12/2010,-6.473611111
16/12/2010,-6.090416667
17/12/2010,-4.931875
18/12/2010,-9.020972222
19/12/2010,-4.580208333
20/12/2010,-1.816388889
21/12/2010,-4.130138889
22/12/2010,-0.727916667
23/12/2010,-0.828888889
24/12/2010,-2.820694444
25/12/2010,-7.287430556
26/12/2010,-9.840763889
27/12/2010,-4.520347222
28/12/2010,-5.791944444
29/12/2010,-13.16354167
30/12/2010,-10.36229167
31/12/2010,-4.208680556
01/01/2011,-0.316597222
02/01/2011,-5.702222222
03/01/2011,-0.044305556
04/01/2011,13.58020833
05/01/2011,9.337777778
06/01/2011,10.99527778
07/01/2011,11.11784722
08/01/2011,14.96333333
09/01/2011,14.20888889
10/01/2011,15.8
11/01/2011,7.19
12/01/2011,3.858819444
13/01/2011,5.908888889
14/01/2011,9.841805556
15/01/2011,7.741388889
16/01/2011,5.752638889
17/01/2011,1.60625
18/01/2011,5.726666667
19/01/2011,1.314583333
20/01/2011,-0.640833333
21/01/2011,-2.154236111
22/01/2011,-2.335416667
23/01/2011,-1.270555556
24/01/2011,0.502638889
25/01/2011,0.925208333
26/01/2011,0.152847222
27/01/2011,-2.766736111
28/01/2011,-3.004166667
29/01/2011,-5.756319444
30/01/2011,-6.296736111
31/01/2011,-6.309444444
01/02/2011,-0.353680556
02/02/2011,-3.387847222
03/02/2011,-0.333541667
04/02/2011,14.55923611
05/02/2011,5.599236111
06/02/2011,14.97069444
07/02/2011,11.15041667
08/02/2011,17.71145833
09/02/2011,16.31534722
10/02/2011,15.76951389
11/02/2011,7.319027778
12/02/2011,7.860763889
13/02/2011,1.53125
14/02/2011,1.871388889
15/02/2011,1.276597222
16/02/2011,2.547152778
17/02/2011,-2.004305556
18/02/2011,-2.941388889
19/02/2011,-3.254722222
20/02/2011,-6.170347222
21/02/2011,-8.896666667
22/02/2011,-9.646180556
23/02/2011,-9.078194444
24/02/2011,-3.090972222
25/02/2011,-0.09625
26/02/2011,0.245555556
27/02/2011,1.01875
28/02/2011,1.393819444
01/03/2011,-1.567222222
02/03/2011,-0.288888889
03/03/2011,-1.055902778
04/03/2011,15.37881944
05/03/2011,4.860902778
06/03/2011,17.59430556
07/03/2011,10.86590278
08/03/2011,20.53902778
09/03/2011,19.59541667
10/03/2011,16.05513889
11/03/2011,8.38875
12/03/2011,3.432708333
13/03/2011,8.437222222
14/03/2011,9.23875
15/03/2011,8.943194444
16/03/2011,4.429375
17/03/2011,4.605972222
18/03/2011,3.407152778
19/03/2011,2.915555556
20/03/2011,1.803125
21/03/2011,3.954652778
22/03/2011,5.883611111
23/03/2011,6.723333333
24/03/2011,7.252152778
25/03/2011,7.646319444
26/03/2011,4.278541667
27/03/2011,3.652083333
28/03/2011,4.923958333
29/03/2011,6.520763889
30/03/2011,8.897638889
31/03/2011,10.49652778
01/04/2011,-5.887361111
02/04/2011,3.399722222
03/04/2011,-0.151666667
04/04/2011,9.204930556
05/04/2011,4.587361111
06/04/2011,20.90743056
07/04/2011,14.40805556
08/04/2011,19.81138889
09/04/2011,20.93972222
10/04/2011,17.49194444
11/04/2011,7.318055556
12/04/2011,6.688055556
13/04/2011,6.410069444
14/04/2011,6.058888889
15/04/2011,6.499166667
16/04/2011,8.965277778
17/04/2011,9.684097222
18/04/2011,10.0475
19/04/2011,12.12979167
20/04/2011,13.40055556
21/04/2011,14.67555556
22/04/2011,15.26152778
23/04/2011,15.63909722
24/04/2011,14.620625
25/04/2011,11.03041667
26/04/2011,8.866458333
27/04/2011,10.54027778
28/04/2011,12.86291667
29/04/2011,14.00986111
30/04/2011,13.01506944
01/05/2011,-7.415902778
02/05/2011,8.198194444
03/05/2011,-0.310555556
04/05/2011,8.961388889
05/05/2011,7.980486111
06/05/2011,21.87993056
07/05/2011,15.601875
08/05/2011,19.329375
09/05/2011,17.31277778
10/05/2011,15.81055556
11/05/2011,6.543680556
12/05/2011,2.627430556
13/05/2011,12.91916667
14/05/2011,12.78111111
15/05/2011,10.23798611
16/05/2011,10.24534722
17/05/2011,14.13104167
18/05/2011,16.31173611
19/05/2011,16.57715278
20/05/2011,15.63291667
21/05/2011,16.45819444
22/05/2011,18.35423611
23/05/2011,15.62291667
24/05/2011,15.31625
25/05/2011,12.66861111
26/05/2011,16.87569444
27/05/2011,13.66472222
28/05/2011,12.79229167
29/05/2011,16.96569444
30/05/2011,21.16090278
31/05/2011,18.79125
01/06/2011,1.616944444
02/06/2011,8.332569444
03/06/2011,0.059791667
04/06/2011,13.65208333
05/06/2011,12.23680556
06/06/2011,18.79388889
07/06/2011,19.150625
08/06/2011,21.68659722
09/06/2011,15.91777778
10/06/2011,13.62
11/06/2011,6.845277778
12/06/2011,1.367083333
13/06/2011,15.76555556
14/06/2011,16.35979167
15/06/2011,18.61555556
16/06/2011,18.9325
17/06/2011,16.55847222
18/06/2011,15.09111111
19/06/2011,13.30479167
20/06/2011,13.86756944
21/06/2011,16.66861111
22/06/2011,17.69006944
23/06/2011,16.02215278
24/06/2011,13.50083333
25/06/2011,12.90159722
26/06/2011,17.53340278
27/06/2011,20.12847222
28/06/2011,21.55604167
29/06/2011,20.96354167
30/06/2011,13.40013889
01/07/2011,5.595069444
02/07/2011,4.787152778
03/07/2011,-0.949375
04/07/2011,14.45666667
05/07/2011,15.40166667
06/07/2011,18.53791667
07/07/2011,20.31972222
08/07/2011,17.91645833
09/07/2011,15.15145833
10/07/2011,8.244097222
11/07/2011,4.872013889
12/07/2011,2.673263889
13/07/2011,19.86090278
14/07/2011,15.14458333
15/07/2011,15.07833333
16/07/2011,18.43722222
17/07/2011,16.60458333
18/07/2011,14.90902778
19/07/2011,17.25125
20/07/2011,18.10013889
21/07/2011,15.48875
22/07/2011,13.60534722
23/07/2011,13.06027778
24/07/2011,13.12034722
25/07/2011,13.11375
26/07/2011,16.25861111
27/07/2011,19.14229167
28/07/2011,18.09486111
29/07/2011,16.74319444
30/07/2011,12.95847222
31/07/2011,12.88006944
01/08/2011,7.668888889
02/08/2011,5.701736111
03/08/2011,2.395555556
04/08/2011,10.55180556
05/08/2011,14.8325
06/08/2011,15.79111111
07/08/2011,18.16958333
08/08/2011,14.275625
09/08/2011,12.37986111
10/08/2011,6.531875
11/08/2011,4.317569444
12/08/2011,4.591736111
13/08/2011,17.009375
14/08/2011,18.99208333
15/08/2011,16.76743056
16/08/2011,16.25013889
17/08/2011,19.27576389
18/08/2011,21.63805556
19/08/2011,17.76875
20/08/2011,16.39694444
21/08/2011,18.64805556
22/08/2011,21.29048611
23/08/2011,21.54472222
24/08/2011,22.37604167
25/08/2011,19.74277778
26/08/2011,24.71659722
27/08/2011,14.63791667
28/08/2011,14.62361111
29/08/2011,14.68013889
30/08/2011,12.28715278
31/08/2011,11.81333333
01/09/2011,5.484930556
02/09/2011,0.057708333
03/09/2011,5.612638889
04/09/2011,8.992291667
05/09/2011,16.49305556
06/09/2011,14.94215278
07/09/2011,20.87180556
08/09/2011,13.2425
09/09/2011,15.11576389
10/09/2011,6.621388889
11/09/2011,2.773888889
12/09/2011,4.711388889
13/09/2011,17.56284722
14/09/2011,14.20638889
15/09/2011,12.49041667
16/09/2011,12.22215278
17/09/2011,16.553125
18/09/2011,12.43104167
19/09/2011,11.55270833
20/09/2011,11.27972222
21/09/2011,12.03395833
22/09/2011,13.18958333
23/09/2011,11.48048611
24/09/2011,11.83347222
25/09/2011,13.56909722
26/09/2011,15.86444444
27/09/2011,15.35465278
28/09/2011,15.19784722
29/09/2011,14.44173611
30/09/2011,15.45840278
01/10/2011,-2.469930556
02/10/2011,1.019375
03/10/2011,6.470069444
04/10/2011,9.021111111
05/10/2011,17.26979167
06/10/2011,14.25055556
07/10/2011,19.64743056
08/10/2011,13.54222222
09/10/2011,20.05381944
10/10/2011,11.88638889
11/10/2011,3.286597222
12/10/2011,1.743125
13/10/2011,7.565833333
14/10/2011,3.215208333
15/10/2011,3.029236111
16/10/2011,6.045416667
17/10/2011,6.770486111
18/10/2011,8.602361111
19/10/2011,6.385833333
20/10/2011,4.842847222
21/10/2011,2.228402778
22/10/2011,2.101041667
23/10/2011,3.853541667
24/10/2011,7.726388889
25/10/2011,7.662916667
26/10/2011,9.103194444
27/10/2011,6.549027778
28/10/2011,10.56138889
29/10/2011,9.205277778
30/10/2011,10.453125
31/10/2011,9.960625
01/11/2011,-0.515138889
02/11/2011,7.447291667
03/11/2011,7.056319444
04/11/2011,12.01763889
05/11/2011,16.25020833
06/11/2011,14.30826389
07/11/2011,18.85354167
08/11/2011,18.20784722
09/11/2011,20.23611111
10/11/2011,14.478125
11/11/2011,1.610138889
12/11/2011,-0.758888889
13/11/2011,0.967083333
14/11/2011,-0.563194444
15/11/2011,-3.063680556
16/11/2011,-2.555138889
17/11/2011,-1.059930556
18/11/2011,2.195972222
19/11/2011,4.344513889
20/11/2011,2.298611111
21/11/2011,5.145138889
22/11/2011,2.562986111
23/11/2011,2.332430556
24/11/2011,1.496388889
25/11/2011,1.682291667
26/11/2011,4.728402778
27/11/2011,6.075972222
28/11/2011,4.442083333
29/11/2011,0.068125
30/11/2011,5.709027778
01/12/2011,3.608125
02/12/2011,-0.431111111
03/12/2011,5.927916667
04/12/2011,8.607083333
05/12/2011,14.32180556
06/12/2011,15.42194444
07/12/2011,19.61277778
08/12/2011,17.15076389
