movieId,title,genres,year,decade,url,count,weighted_rating
60069,WALL·E,Adventure|Animation|Children|Romance|Sci-Fi,2008.0,2000.0,https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_.jpg,104,3.6033112582781457
364,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,1994.0,1990.0,https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_.jpg,172,3.6023809523809525
1222,Full Metal Jacket,Drama|War,1987.0,1980.0,https://m.media-amazon.com/images/M/MV5BNzkxODk0NjEtYjc4Mi00ZDI0LTgyYjEtYzc1NDkxY2YzYTgyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,102,3.601661129568106
3578,Gladiator,Action|Adventure|Drama,2000.0,2000.0,https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,170,3.601492537313433
4306,Shrek,Adventure|Animation|Children|Comedy|Fantasy|Romance,2001.0,2000.0,https://m.media-amazon.com/images/M/MV5BOGZhM2FhNTItODAzNi00YjA0LWEyN2UtNjJlYWQzYzU1MDg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,170,3.601492537313433
1200,Aliens,Action|Adventure|Horror|Sci-Fi,1986.0,1980.0,https://m.media-amazon.com/images/M/MV5BZGU2OGY5ZTYtMWNhYy00NjZiLWI0NjUtZmNhY2JhNDRmODU3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,126,3.600638977635783
4995,"Beautiful Mind, A",Drama|Romance,2001.0,2000.0,https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,123,3.5987158908507224
1617,L.A. Confidential,Crime|Film-Noir|Mystery|Thriller,1997.0,1990.0,https://m.media-amazon.com/images/M/MV5BMDQ2YzEyZGItYWRhOS00MjBmLTkzMDUtMTdjYzkyMmQxZTJlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,97,3.59748743718593
1206,"Clockwork Orange, A",Crime|Drama|Sci-Fi|Thriller,1971.0,1970.0,https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_.jpg,120,3.596774193548387
480,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,1993.0,1990.0,https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_.jpg,238,3.5967479674796747
2502,Office Space,Comedy|Crime,1999.0,1990.0,https://m.media-amazon.com/images/M/MV5BOTA5MzQ3MzI1NV5BMl5BanBnXkFtZTgwNTcxNTYxMTE@._V1_.jpg,94,3.5949494949494953
1225,Amadeus,Drama,1984.0,1980.0,https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,76,3.5923611111111113
1036,Die Hard,Action|Crime|Thriller,1988.0,1980.0,https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,145,3.5899224806201553
2324,Life Is Beautiful (La Vita è bella),Comedy|Drama|Romance|War,1997.0,1990.0,https://m.media-amazon.com/images/M/MV5BYmJmM2Q4NmMtYThmNC00ZjRlLWEyZmItZTIwOTBlZDQ3NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,88,3.5897959183673467
68157,Inglourious Basterds,Action|Drama|War,2009.0,2000.0,https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,88,3.5897959183673467
4878,Donnie Darko,Drama|Mystery|Sci-Fi|Thriller,2001.0,2000.0,https://m.media-amazon.com/images/M/MV5BZjZlZDlkYTktMmU1My00ZDBiLWFlNjEtYTBhNjVhOTM4ZjJjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,109,3.5894909688013135
1265,Groundhog Day,Comedy|Fantasy|Romance,1993.0,1990.0,https://m.media-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,143,3.5889580093312596
68954,Up,Adventure|Animation|Children|Drama,2009.0,2000.0,https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_.jpg,105,3.5867768595041323
150,Apollo 13,Adventure|Drama|IMAX,1995.0,1990.0,https://m.media-amazon.com/images/M/MV5BNjEzYjJmNzgtNDkwNy00MTQ4LTlmMWMtNzA4YjE2NjI0ZDg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,201,3.5860199714693297
778,Trainspotting,Comedy|Crime|Drama,1996.0,1990.0,https://m.media-amazon.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,102,3.5847176079734218
4886,"Monsters, Inc.",Adventure|Animation|Children|Comedy|Fantasy,2001.0,2000.0,https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_.jpg,132,3.5835443037974684
1240,"Terminator, The",Action|Sci-Fi|Thriller,1984.0,1980.0,https://m.media-amazon.com/images/M/MV5BYTViNzMxZjEtZGEwNy00MDNiLWIzNGQtZDY2MjQ1OWViZjFmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,131,3.5830427892234553
2997,Being John Malkovich,Comedy|Drama|Fantasy,1999.0,1990.0,https://m.media-amazon.com/images/M/MV5BYmUxY2MyOTQtYjRlMi00ZWEwLTkzODctZDMxNDcyNTFhYjNjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,99,3.5826377295492486
1276,Cool Hand Luke,Drama,1967.0,1960.0,https://m.media-amazon.com/images/M/MV5BOWFlNzZhYmYtYTI5YS00MDQyLWIyNTUtNTRjMWUwNTEzNjA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,57,3.581867145421903
1247,"Graduate, The",Comedy|Drama|Romance,1967.0,1960.0,https://m.media-amazon.com/images/M/MV5BMTQ0ODc4MDk4Nl5BMl5BanBnXkFtZTcwMTEzNzgzNA@@._V1_.jpg,79,3.5818652849740933
588,Aladdin,Adventure|Animation|Children|Comedy|Musical,1992.0,1990.0,https://m.media-amazon.com/images/M/MV5BY2Q2NDI1MjUtM2Q5ZS00MTFlLWJiYWEtNTZmNjQ3OGJkZDgxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg,183,3.580380673499268
6016,City of God (Cidade de Deus),Action|Adventure|Crime|Drama|Thriller,2002.0,2000.0,https://m.media-amazon.com/images/M/MV5BOTMwYjc5ZmItYTFjZC00ZGQ3LTlkNTMtMjZiNTZlMWQzNzI5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,75,3.578260869565217
1387,Jaws,Action|Horror,1975.0,1970.0,https://m.media-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,91,3.5769881556683587
1259,Stand by Me,Adventure|Drama,1986.0,1980.0,https://m.media-amazon.com/images/M/MV5BODJmY2Y2OGQtMDg2My00N2Q3LWJmZTUtYTc2ODBjZDVlNDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,91,3.5769881556683587
1073,Willy Wonka & the Chocolate Factory,Children|Comedy|Fantasy|Musical,1971.0,1970.0,https://m.media-amazon.com/images/M/MV5BZTllNDU0ZTItYTYxMC00OTI4LThlNDAtZjNiNzdhMWZiYjNmXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_.jpg,119,3.576898222940226
48780,"Prestige, The",Drama|Mystery|Sci-Fi|Thriller,2006.0,2000.0,https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_.jpg,90,3.576271186440678
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",Action|Adventure|Western,1966.0,1960.0,https://m.media-amazon.com/images/M/MV5BOTQ5NDI3MTI4MF5BMl5BanBnXkFtZTgwNDQ4ODE5MDE@._V1_.jpg,72,3.5755244755244755
33794,Batman Begins,Action|Crime|IMAX,2005.0,2000.0,https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,116,3.5753246753246755
5989,Catch Me If You Can,Crime|Drama,2002.0,2000.0,https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_.jpg,115,3.57479674796748
590,Dances with Wolves,Adventure|Drama|Western,1990.0,1990.0,https://m.media-amazon.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_.jpg,164,3.574096385542169
1252,Chinatown,Crime|Film-Noir|Mystery|Thriller,1974.0,1970.0,https://m.media-amazon.com/images/M/MV5BOGMwYmY5ZmEtMzY1Yi00OWJiLTk1Y2MtMzI2MjBhYmZkNTQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,59,3.5738819320214668
1199,Brazil,Fantasy|Sci-Fi,1985.0,1980.0,https://m.media-amazon.com/images/M/MV5BMzIwM2IwYTItYmM4Zi00OWMzLTkwNjAtYWRmYWNmY2RhMDk0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,59,3.5738819320214668
1653,Gattaca,Drama|Sci-Fi|Thriller,1997.0,1990.0,https://m.media-amazon.com/images/M/MV5BODI3ZTc5NjktOGMyOC00NjYzLTgwZDYtYmQ4NDc1MmJjMjRlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,86,3.573378839590444
