FullTime;FullTime_text;FullTime_int;Hour;Minute;Second;Period;LunchTime;DinnerTime
08:01:05;080105;80105;8;1;5;Morning;No;No
08:01:06;080106;80106;8;1;6;Morning;No;No
08:01:07;080107;80107;8;1;7;Morning;No;No
08:01:08;080108;80108;8;1;8;Morning;No;No
08:01:09;080109;80109;8;1;9;Morning;No;No
08:01:10;080110;80110;8;1;10;Morning;No;No
08:01:11;080111;80111;8;1;11;Morning;No;No
08:01:12;080112;80112;8;1;12;Morning;No;No
08:01:13;080113;80113;8;1;13;Morning;No;No
08:01:14;080114;80114;8;1;14;Morning;No;No
08:01:15;080115;80115;8;1;15;Morning;No;No
08:01:16;080116;80116;8;1;16;Morning;No;No
08:01:17;080117;80117;8;1;17;Morning;No;No
08:01:18;080118;80118;8;1;18;Morning;No;No
08:01:19;080119;80119;8;1;19;Morning;No;No
08:01:20;080120;80120;8;1;20;Morning;No;No
08:01:21;080121;80121;8;1;21;Morning;No;No
08:01:22;080122;80122;8;1;22;Morning;No;No
08:01:23;080123;80123;8;1;23;Morning;No;No
08:01:24;080124;80124;8;1;24;Morning;No;No
08:01:25;080125;80125;8;1;25;Morning;No;No
08:01:26;080126;80126;8;1;26;Morning;No;No
08:01:27;080127;80127;8;1;27;Morning;No;No
08:01:28;080128;80128;8;1;28;Morning;No;No
08:01:29;080129;80129;8;1;29;Morning;No;No
08:01:30;080130;80130;8;1;30;Morning;No;No
08:01:31;080131;80131;8;1;31;Morning;No;No
08:01:32;080132;80132;8;1;32;Morning;No;No
08:01:33;080133;80133;8;1;33;Morning;No;No
08:01:34;080134;80134;8;1;34;Morning;No;No
08:01:35;080135;80135;8;1;35;Morning;No;No
08:01:36;080136;80136;8;1;36;Morning;No;No
08:01:37;080137;80137;8;1;37;Morning;No;No
08:01:38;080138;80138;8;1;38;Morning;No;No
08:01:39;080139;80139;8;1;39;Morning;No;No
08:01:40;080140;80140;8;1;40;Morning;No;No
08:01:41;080141;80141;8;1;41;Morning;No;No
08:01:42;080142;80142;8;1;42;Morning;No;No
08:01:43;080143;80143;8;1;43;Morning;No;No
08:01:44;080144;80144;8;1;44;Morning;No;No
08:01:45;080145;80145;8;1;45;Morning;No;No
08:01:46;080146;80146;8;1;46;Morning;No;No
08:01:47;080147;80147;8;1;47;Morning;No;No
08:01:48;080148;80148;8;1;48;Morning;No;No
08:01:49;080149;80149;8;1;49;Morning;No;No
08:01:50;080150;80150;8;1;50;Morning;No;No
08:01:51;080151;80151;8;1;51;Morning;No;No
08:01:52;080152;80152;8;1;52;Morning;No;No
08:01:53;080153;80153;8;1;53;Morning;No;No
08:01:54;080154;80154;8;1;54;Morning;No;No
08:01:55;080155;80155;8;1;55;Morning;No;No
08:01:56;080156;80156;8;1;56;Morning;No;No
08:01:57;080157;80157;8;1;57;Morning;No;No
08:01:58;080158;80158;8;1;58;Morning;No;No
08:01:59;080159;80159;8;1;59;Morning;No;No
08:02:00;080200;80200;8;2;0;Morning;No;No
08:02:01;080201;80201;8;2;1;Morning;No;No
08:02:02;080202;80202;8;2;2;Morning;No;No
08:02:03;080203;80203;8;2;3;Morning;No;No
08:02:04;080204;80204;8;2;4;Morning;No;No
08:02:05;080205;80205;8;2;5;Morning;No;No
08:02:06;080206;80206;8;2;6;Morning;No;No
08:02:07;080207;80207;8;2;7;Morning;No;No
08:02:08;080208;80208;8;2;8;Morning;No;No
08:02:09;080209;80209;8;2;9;Morning;No;No
08:02:10;080210;80210;8;2;10;Morning;No;No
08:02:11;080211;80211;8;2;11;Morning;No;No
08:02:12;080212;80212;8;2;12;Morning;No;No
08:02:13;080213;80213;8;2;13;Morning;No;No
08:02:14;080214;80214;8;2;14;Morning;No;No
08:02:15;080215;80215;8;2;15;Morning;No;No
08:02:16;080216;80216;8;2;16;Morning;No;No
08:02:17;080217;80217;8;2;17;Morning;No;No
08:02:18;080218;80218;8;2;18;Morning;No;No
08:02:19;080219;80219;8;2;19;Morning;No;No
08:02:20;080220;80220;8;2;20;Morning;No;No
08:02:21;080221;80221;8;2;21;Morning;No;No
08:02:22;080222;80222;8;2;22;Morning;No;No
08:02:23;080223;80223;8;2;23;Morning;No;No
08:02:24;080224;80224;8;2;24;Morning;No;No
08:02:25;080225;80225;8;2;25;Morning;No;No
08:02:26;080226;80226;8;2;26;Morning;No;No
08:02:27;080227;80227;8;2;27;Morning;No;No
08:02:28;080228;80228;8;2;28;Morning;No;No
08:02:29;080229;80229;8;2;29;Morning;No;No
08:02:30;080230;80230;8;2;30;Morning;No;No
08:02:31;080231;80231;8;2;31;Morning;No;No
08:02:32;080232;80232;8;2;32;Morning;No;No
08:02:33;080233;80233;8;2;33;Morning;No;No
08:02:34;080234;80234;8;2;34;Morning;No;No
08:02:35;080235;80235;8;2;35;Morning;No;No
08:02:36;080236;80236;8;2;36;Morning;No;No
08:02:37;080237;80237;8;2;37;Morning;No;No
08:02:38;080238;80238;8;2;38;Morning;No;No
08:02:39;080239;80239;8;2;39;Morning;No;No
08:02:40;080240;80240;8;2;40;Morning;No;No
08:02:41;080241;80241;8;2;41;Morning;No;No
08:02:42;080242;80242;8;2;42;Morning;No;No
08:02:43;080243;80243;8;2;43;Morning;No;No
08:02:44;080244;80244;8;2;44;Morning;No;No
08:02:45;080245;80245;8;2;45;Morning;No;No
08:02:46;080246;80246;8;2;46;Morning;No;No
08:02:47;080247;80247;8;2;47;Morning;No;No
08:02:48;080248;80248;8;2;48;Morning;No;No
08:02:49;080249;80249;8;2;49;Morning;No;No
08:02:50;080250;80250;8;2;50;Morning;No;No
08:02:51;080251;80251;8;2;51;Morning;No;No
08:02:52;080252;80252;8;2;52;Morning;No;No
08:02:53;080253;80253;8;2;53;Morning;No;No
08:02:54;080254;80254;8;2;54;Morning;No;No
08:02:55;080255;80255;8;2;55;Morning;No;No
08:02:56;080256;80256;8;2;56;Morning;No;No
08:02:57;080257;80257;8;2;57;Morning;No;No
08:02:58;080258;80258;8;2;58;Morning;No;No
08:02:59;080259;80259;8;2;59;Morning;No;No
08:03:00;080300;80300;8;3;0;Morning;No;No
08:03:01;080301;80301;8;3;1;Morning;No;No
08:03:02;080302;80302;8;3;2;Morning;No;No
08:03:03;080303;80303;8;3;3;Morning;No;No
08:03:04;080304;80304;8;3;4;Morning;No;No
08:03:05;080305;80305;8;3;5;Morning;No;No
08:03:06;080306;80306;8;3;6;Morning;No;No
08:03:07;080307;80307;8;3;7;Morning;No;No
08:03:08;080308;80308;8;3;8;Morning;No;No
08:03:09;080309;80309;8;3;9;Morning;No;No
08:03:10;080310;80310;8;3;10;Morning;No;No
08:03:11;080311;80311;8;3;11;Morning;No;No
08:03:12;080312;80312;8;3;12;Morning;No;No
08:03:13;080313;80313;8;3;13;Morning;No;No
08:03:14;080314;80314;8;3;14;Morning;No;No
08:03:15;080315;80315;8;3;15;Morning;No;No
08:03:16;080316;80316;8;3;16;Morning;No;No
08:03:17;080317;80317;8;3;17;Morning;No;No
08:03:18;080318;80318;8;3;18;Morning;No;No
08:03:19;080319;80319;8;3;19;Morning;No;No
08:03:20;080320;80320;8;3;20;Morning;No;No
08:03:21;080321;80321;8;3;21;Morning;No;No
08:03:22;080322;80322;8;3;22;Morning;No;No
08:03:23;080323;80323;8;3;23;Morning;No;No
08:03:24;080324;80324;8;3;24;Morning;No;No
08:03:25;080325;80325;8;3;25;Morning;No;No
08:03:26;080326;80326;8;3;26;Morning;No;No
08:03:27;080327;80327;8;3;27;Morning;No;No
08:03:28;080328;80328;8;3;28;Morning;No;No
08:03:29;080329;80329;8;3;29;Morning;No;No
08:03:30;080330;80330;8;3;30;Morning;No;No
08:03:31;080331;80331;8;3;31;Morning;No;No
08:03:32;080332;80332;8;3;32;Morning;No;No
08:03:33;080333;80333;8;3;33;Morning;No;No
08:03:34;080334;80334;8;3;34;Morning;No;No
08:03:35;080335;80335;8;3;35;Morning;No;No
08:03:36;080336;80336;8;3;36;Morning;No;No
08:03:37;080337;80337;8;3;37;Morning;No;No
08:03:38;080338;80338;8;3;38;Morning;No;No
08:03:39;080339;80339;8;3;39;Morning;No;No
08:03:40;080340;80340;8;3;40;Morning;No;No
08:03:41;080341;80341;8;3;41;Morning;No;No
08:03:42;080342;80342;8;3;42;Morning;No;No
08:03:43;080343;80343;8;3;43;Morning;No;No
08:03:44;080344;80344;8;3;44;Morning;No;No
08:03:45;080345;80345;8;3;45;Morning;No;No
08:03:46;080346;80346;8;3;46;Morning;No;No
08:03:47;080347;80347;8;3;47;Morning;No;No
08:03:48;080348;80348;8;3;48;Morning;No;No
08:03:49;080349;80349;8;3;49;Morning;No;No
08:03:50;080350;80350;8;3;50;Morning;No;No
08:03:51;080351;80351;8;3;51;Morning;No;No
08:03:52;080352;80352;8;3;52;Morning;No;No
08:03:53;080353;80353;8;3;53;Morning;No;No
08:03:54;080354;80354;8;3;54;Morning;No;No
08:03:55;080355;80355;8;3;55;Morning;No;No
08:03:56;080356;80356;8;3;56;Morning;No;No
08:03:57;080357;80357;8;3;57;Morning;No;No
08:03:58;080358;80358;8;3;58;Morning;No;No
08:03:59;080359;80359;8;3;59;Morning;No;No
08:04:00;080400;80400;8;4;0;Morning;No;No
08:04:01;080401;80401;8;4;1;Morning;No;No
08:04:02;080402;80402;8;4;2;Morning;No;No
08:04:03;080403;80403;8;4;3;Morning;No;No
08:04:04;080404;80404;8;4;4;Morning;No;No
08:04:05;080405;80405;8;4;5;Morning;No;No
08:04:06;080406;80406;8;4;6;Morning;No;No
08:04:07;080407;80407;8;4;7;Morning;No;No
08:04:08;080408;80408;8;4;8;Morning;No;No
08:04:09;080409;80409;8;4;9;Morning;No;No
08:04:10;080410;80410;8;4;10;Morning;No;No
08:04:11;080411;80411;8;4;11;Morning;No;No
08:04:12;080412;80412;8;4;12;Morning;No;No
08:04:13;080413;80413;8;4;13;Morning;No;No
08:04:14;080414;80414;8;4;14;Morning;No;No
08:04:15;080415;80415;8;4;15;Morning;No;No
08:04:16;080416;80416;8;4;16;Morning;No;No
08:04:17;080417;80417;8;4;17;Morning;No;No
08:04:18;080418;80418;8;4;18;Morning;No;No
08:04:19;080419;80419;8;4;19;Morning;No;No
08:04:20;080420;80420;8;4;20;Morning;No;No
08:04:21;080421;80421;8;4;21;Morning;No;No
08:04:22;080422;80422;8;4;22;Morning;No;No
08:04:23;080423;80423;8;4;23;Morning;No;No
08:04:24;080424;80424;8;4;24;Morning;No;No
08:04:25;080425;80425;8;4;25;Morning;No;No
08:04:26;080426;80426;8;4;26;Morning;No;No
08:04:27;080427;80427;8;4;27;Morning;No;No
08:04:28;080428;80428;8;4;28;Morning;No;No
08:04:29;080429;80429;8;4;29;Morning;No;No
08:04:30;080430;80430;8;4;30;Morning;No;No
08:04:31;080431;80431;8;4;31;Morning;No;No
08:04:32;080432;80432;8;4;32;Morning;No;No
08:04:33;080433;80433;8;4;33;Morning;No;No
08:04:34;080434;80434;8;4;34;Morning;No;No
08:04:35;080435;80435;8;4;35;Morning;No;No
08:04:36;080436;80436;8;4;36;Morning;No;No
08:04:37;080437;80437;8;4;37;Morning;No;No
08:04:38;080438;80438;8;4;38;Morning;No;No
08:04:39;080439;80439;8;4;39;Morning;No;No
08:04:40;080440;80440;8;4;40;Morning;No;No
08:04:41;080441;80441;8;4;41;Morning;No;No
08:04:42;080442;80442;8;4;42;Morning;No;No
08:04:43;080443;80443;8;4;43;Morning;No;No
08:04:44;080444;80444;8;4;44;Morning;No;No
08:04:45;080445;80445;8;4;45;Morning;No;No
08:04:46;080446;80446;8;4;46;Morning;No;No
08:04:47;080447;80447;8;4;47;Morning;No;No
08:04:48;080448;80448;8;4;48;Morning;No;No
08:04:49;080449;80449;8;4;49;Morning;No;No
08:04:50;080450;80450;8;4;50;Morning;No;No
08:04:51;080451;80451;8;4;51;Morning;No;No
08:04:52;080452;80452;8;4;52;Morning;No;No
08:04:53;080453;80453;8;4;53;Morning;No;No
08:04:54;080454;80454;8;4;54;Morning;No;No
08:04:55;080455;80455;8;4;55;Morning;No;No
08:04:56;080456;80456;8;4;56;Morning;No;No
08:04:57;080457;80457;8;4;57;Morning;No;No
08:04:58;080458;80458;8;4;58;Morning;No;No
08:04:59;080459;80459;8;4;59;Morning;No;No
08:05:00;080500;80500;8;5;0;Morning;No;No
08:05:01;080501;80501;8;5;1;Morning;No;No
08:05:02;080502;80502;8;5;2;Morning;No;No
08:05:03;080503;80503;8;5;3;Morning;No;No
08:05:04;080504;80504;8;5;4;Morning;No;No
08:05:05;080505;80505;8;5;5;Morning;No;No
08:05:06;080506;80506;8;5;6;Morning;No;No
08:05:07;080507;80507;8;5;7;Morning;No;No
08:05:08;080508;80508;8;5;8;Morning;No;No
08:05:09;080509;80509;8;5;9;Morning;No;No
08:05:10;080510;80510;8;5;10;Morning;No;No
08:05:11;080511;80511;8;5;11;Morning;No;No
08:05:12;080512;80512;8;5;12;Morning;No;No
08:05:13;080513;80513;8;5;13;Morning;No;No
08:05:14;080514;80514;8;5;14;Morning;No;No
08:05:15;080515;80515;8;5;15;Morning;No;No
08:05:16;080516;80516;8;5;16;Morning;No;No
08:05:17;080517;80517;8;5;17;Morning;No;No
08:05:18;080518;80518;8;5;18;Morning;No;No
08:05:19;080519;80519;8;5;19;Morning;No;No
08:05:20;080520;80520;8;5;20;Morning;No;No
08:05:21;080521;80521;8;5;21;Morning;No;No
08:05:22;080522;80522;8;5;22;Morning;No;No
08:05:23;080523;80523;8;5;23;Morning;No;No
08:05:24;080524;80524;8;5;24;Morning;No;No
08:05:25;080525;80525;8;5;25;Morning;No;No
08:05:26;080526;80526;8;5;26;Morning;No;No
08:05:27;080527;80527;8;5;27;Morning;No;No
08:05:28;080528;80528;8;5;28;Morning;No;No
08:05:29;080529;80529;8;5;29;Morning;No;No
08:05:30;080530;80530;8;5;30;Morning;No;No
08:05:31;080531;80531;8;5;31;Morning;No;No
08:05:32;080532;80532;8;5;32;Morning;No;No
08:05:33;080533;80533;8;5;33;Morning;No;No
08:05:34;080534;80534;8;5;34;Morning;No;No
08:05:35;080535;80535;8;5;35;Morning;No;No
08:05:36;080536;80536;8;5;36;Morning;No;No
08:05:37;080537;80537;8;5;37;Morning;No;No
08:05:38;080538;80538;8;5;38;Morning;No;No
08:05:39;080539;80539;8;5;39;Morning;No;No
08:05:40;080540;80540;8;5;40;Morning;No;No
08:05:41;080541;80541;8;5;41;Morning;No;No
08:05:42;080542;80542;8;5;42;Morning;No;No
08:05:43;080543;80543;8;5;43;Morning;No;No
08:05:44;080544;80544;8;5;44;Morning;No;No
08:05:45;080545;80545;8;5;45;Morning;No;No
08:05:46;080546;80546;8;5;46;Morning;No;No
08:05:47;080547;80547;8;5;47;Morning;No;No
08:05:48;080548;80548;8;5;48;Morning;No;No
08:05:49;080549;80549;8;5;49;Morning;No;No
08:05:50;080550;80550;8;5;50;Morning;No;No
08:05:51;080551;80551;8;5;51;Morning;No;No
08:05:52;080552;80552;8;5;52;Morning;No;No
08:05:53;080553;80553;8;5;53;Morning;No;No
08:05:54;080554;80554;8;5;54;Morning;No;No
08:05:55;080555;80555;8;5;55;Morning;No;No
08:05:56;080556;80556;8;5;56;Morning;No;No
08:05:57;080557;80557;8;5;57;Morning;No;No
08:05:58;080558;80558;8;5;58;Morning;No;No
08:05:59;080559;80559;8;5;59;Morning;No;No
08:06:00;080600;80600;8;6;0;Morning;No;No
08:06:01;080601;80601;8;6;1;Morning;No;No
08:06:02;080602;80602;8;6;2;Morning;No;No
08:06:03;080603;80603;8;6;3;Morning;No;No
08:06:04;080604;80604;8;6;4;Morning;No;No
08:06:05;080605;80605;8;6;5;Morning;No;No
08:06:06;080606;80606;8;6;6;Morning;No;No
08:06:07;080607;80607;8;6;7;Morning;No;No
08:06:08;080608;80608;8;6;8;Morning;No;No
08:06:09;080609;80609;8;6;9;Morning;No;No
08:06:10;080610;80610;8;6;10;Morning;No;No
08:06:11;080611;80611;8;6;11;Morning;No;No
08:06:12;080612;80612;8;6;12;Morning;No;No
08:06:13;080613;80613;8;6;13;Morning;No;No
08:06:14;080614;80614;8;6;14;Morning;No;No
08:06:15;080615;80615;8;6;15;Morning;No;No
08:06:16;080616;80616;8;6;16;Morning;No;No
08:06:17;080617;80617;8;6;17;Morning;No;No
08:06:18;080618;80618;8;6;18;Morning;No;No
08:06:19;080619;80619;8;6;19;Morning;No;No
08:06:20;080620;80620;8;6;20;Morning;No;No
08:06:21;080621;80621;8;6;21;Morning;No;No
08:06:22;080622;80622;8;6;22;Morning;No;No
08:06:23;080623;80623;8;6;23;Morning;No;No
08:06:24;080624;80624;8;6;24;Morning;No;No
08:06:25;080625;80625;8;6;25;Morning;No;No
08:06:26;080626;80626;8;6;26;Morning;No;No
08:06:27;080627;80627;8;6;27;Morning;No;No
08:06:28;080628;80628;8;6;28;Morning;No;No
08:06:29;080629;80629;8;6;29;Morning;No;No
08:06:30;080630;80630;8;6;30;Morning;No;No
08:06:31;080631;80631;8;6;31;Morning;No;No
08:06:32;080632;80632;8;6;32;Morning;No;No
08:06:33;080633;80633;8;6;33;Morning;No;No
08:06:34;080634;80634;8;6;34;Morning;No;No
08:06:35;080635;80635;8;6;35;Morning;No;No
08:06:36;080636;80636;8;6;36;Morning;No;No
08:06:37;080637;80637;8;6;37;Morning;No;No
08:06:38;080638;80638;8;6;38;Morning;No;No
08:06:39;080639;80639;8;6;39;Morning;No;No
08:06:40;080640;80640;8;6;40;Morning;No;No
08:06:41;080641;80641;8;6;41;Morning;No;No
08:06:42;080642;80642;8;6;42;Morning;No;No
08:06:43;080643;80643;8;6;43;Morning;No;No
08:06:44;080644;80644;8;6;44;Morning;No;No
08:06:45;080645;80645;8;6;45;Morning;No;No
08:06:46;080646;80646;8;6;46;Morning;No;No
08:06:47;080647;80647;8;6;47;Morning;No;No
08:06:48;080648;80648;8;6;48;Morning;No;No
08:06:49;080649;80649;8;6;49;Morning;No;No
08:06:50;080650;80650;8;6;50;Morning;No;No
08:06:51;080651;80651;8;6;51;Morning;No;No
08:06:52;080652;80652;8;6;52;Morning;No;No
08:06:53;080653;80653;8;6;53;Morning;No;No
08:06:54;080654;80654;8;6;54;Morning;No;No
08:06:55;080655;80655;8;6;55;Morning;No;No
08:06:56;080656;80656;8;6;56;Morning;No;No
08:06:57;080657;80657;8;6;57;Morning;No;No
08:06:58;080658;80658;8;6;58;Morning;No;No
08:06:59;080659;80659;8;6;59;Morning;No;No
08:07:00;080700;80700;8;7;0;Morning;No;No
08:07:01;080701;80701;8;7;1;Morning;No;No
08:07:02;080702;80702;8;7;2;Morning;No;No
08:07:03;080703;80703;8;7;3;Morning;No;No
08:07:04;080704;80704;8;7;4;Morning;No;No
08:07:05;080705;80705;8;7;5;Morning;No;No
08:07:06;080706;80706;8;7;6;Morning;No;No
08:07:07;080707;80707;8;7;7;Morning;No;No
08:07:08;080708;80708;8;7;8;Morning;No;No
08:07:09;080709;80709;8;7;9;Morning;No;No
08:07:10;080710;80710;8;7;10;Morning;No;No
08:07:11;080711;80711;8;7;11;Morning;No;No
08:07:12;080712;80712;8;7;12;Morning;No;No
08:07:13;080713;80713;8;7;13;Morning;No;No
08:07:14;080714;80714;8;7;14;Morning;No;No
08:07:15;080715;80715;8;7;15;Morning;No;No
08:07:16;080716;80716;8;7;16;Morning;No;No
08:07:17;080717;80717;8;7;17;Morning;No;No
08:07:18;080718;80718;8;7;18;Morning;No;No
08:07:19;080719;80719;8;7;19;Morning;No;No
08:07:20;080720;80720;8;7;20;Morning;No;No
08:07:21;080721;80721;8;7;21;Morning;No;No
08:07:22;080722;80722;8;7;22;Morning;No;No
08:07:23;080723;80723;8;7;23;Morning;No;No
08:07:24;080724;80724;8;7;24;Morning;No;No
08:07:25;080725;80725;8;7;25;Morning;No;No
08:07:26;080726;80726;8;7;26;Morning;No;No
08:07:27;080727;80727;8;7;27;Morning;No;No
08:07:28;080728;80728;8;7;28;Morning;No;No
08:07:29;080729;80729;8;7;29;Morning;No;No
08:07:30;080730;80730;8;7;30;Morning;No;No
08:07:31;080731;80731;8;7;31;Morning;No;No
08:07:32;080732;80732;8;7;32;Morning;No;No
08:07:33;080733;80733;8;7;33;Morning;No;No
08:07:34;080734;80734;8;7;34;Morning;No;No
08:07:35;080735;80735;8;7;35;Morning;No;No
08:07:36;080736;80736;8;7;36;Morning;No;No
08:07:37;080737;80737;8;7;37;Morning;No;No
08:07:38;080738;80738;8;7;38;Morning;No;No
08:07:39;080739;80739;8;7;39;Morning;No;No
08:07:40;080740;80740;8;7;40;Morning;No;No
08:07:41;080741;80741;8;7;41;Morning;No;No
08:07:42;080742;80742;8;7;42;Morning;No;No
08:07:43;080743;80743;8;7;43;Morning;No;No
08:07:44;080744;80744;8;7;44;Morning;No;No
08:07:45;080745;80745;8;7;45;Morning;No;No
08:07:46;080746;80746;8;7;46;Morning;No;No
08:07:47;080747;80747;8;7;47;Morning;No;No
08:07:48;080748;80748;8;7;48;Morning;No;No
08:07:49;080749;80749;8;7;49;Morning;No;No
08:07:50;080750;80750;8;7;50;Morning;No;No
08:07:51;080751;80751;8;7;51;Morning;No;No
08:07:52;080752;80752;8;7;52;Morning;No;No
08:07:53;080753;80753;8;7;53;Morning;No;No
08:07:54;080754;80754;8;7;54;Morning;No;No
08:07:55;080755;80755;8;7;55;Morning;No;No
08:07:56;080756;80756;8;7;56;Morning;No;No
08:07:57;080757;80757;8;7;57;Morning;No;No
08:07:58;080758;80758;8;7;58;Morning;No;No
08:07:59;080759;80759;8;7;59;Morning;No;No
08:08:00;080800;80800;8;8;0;Morning;No;No
08:08:01;080801;80801;8;8;1;Morning;No;No
08:08:02;080802;80802;8;8;2;Morning;No;No
08:08:03;080803;80803;8;8;3;Morning;No;No
08:08:04;080804;80804;8;8;4;Morning;No;No
08:08:05;080805;80805;8;8;5;Morning;No;No
08:08:06;080806;80806;8;8;6;Morning;No;No
08:08:07;080807;80807;8;8;7;Morning;No;No
08:08:08;080808;80808;8;8;8;Morning;No;No
08:08:09;080809;80809;8;8;9;Morning;No;No
08:08:10;080810;80810;8;8;10;Morning;No;No
08:08:11;080811;80811;8;8;11;Morning;No;No
08:08:12;080812;80812;8;8;12;Morning;No;No
08:08:13;080813;80813;8;8;13;Morning;No;No
08:08:14;080814;80814;8;8;14;Morning;No;No
08:08:15;080815;80815;8;8;15;Morning;No;No
08:08:16;080816;80816;8;8;16;Morning;No;No
08:08:17;080817;80817;8;8;17;Morning;No;No
08:08:18;080818;80818;8;8;18;Morning;No;No
08:08:19;080819;80819;8;8;19;Morning;No;No
08:08:20;080820;80820;8;8;20;Morning;No;No
08:08:21;080821;80821;8;8;21;Morning;No;No
08:08:22;080822;80822;8;8;22;Morning;No;No
08:08:23;080823;80823;8;8;23;Morning;No;No
08:08:24;080824;80824;8;8;24;Morning;No;No
08:08:25;080825;80825;8;8;25;Morning;No;No
08:08:26;080826;80826;8;8;26;Morning;No;No
08:08:27;080827;80827;8;8;27;Morning;No;No
08:08:28;080828;80828;8;8;28;Morning;No;No
08:08:29;080829;80829;8;8;29;Morning;No;No
08:08:30;080830;80830;8;8;30;Morning;No;No
08:08:31;080831;80831;8;8;31;Morning;No;No
08:08:32;080832;80832;8;8;32;Morning;No;No
08:08:33;080833;80833;8;8;33;Morning;No;No
08:08:34;080834;80834;8;8;34;Morning;No;No
08:08:35;080835;80835;8;8;35;Morning;No;No
08:08:36;080836;80836;8;8;36;Morning;No;No
08:08:37;080837;80837;8;8;37;Morning;No;No
08:08:38;080838;80838;8;8;38;Morning;No;No
08:08:39;080839;80839;8;8;39;Morning;No;No
08:08:40;080840;80840;8;8;40;Morning;No;No
08:08:41;080841;80841;8;8;41;Morning;No;No
08:08:42;080842;80842;8;8;42;Morning;No;No
08:08:43;080843;80843;8;8;43;Morning;No;No
08:08:44;080844;80844;8;8;44;Morning;No;No
08:08:45;080845;80845;8;8;45;Morning;No;No
08:08:46;080846;80846;8;8;46;Morning;No;No
08:08:47;080847;80847;8;8;47;Morning;No;No
08:08:48;080848;80848;8;8;48;Morning;No;No
08:08:49;080849;80849;8;8;49;Morning;No;No
08:08:50;080850;80850;8;8;50;Morning;No;No
08:08:51;080851;80851;8;8;51;Morning;No;No
08:08:52;080852;80852;8;8;52;Morning;No;No
08:08:53;080853;80853;8;8;53;Morning;No;No
